SNO.,ROLL NUMBER,Q1 (5),Q2 (5),Q3 (5),Q4 (5),Q5 (5),Q6 (5),Q7 (5),Q8 (5),Q9 (5),Q10 (5),Q11 (5),Q12 (5),Top 9 (out of 45),Out of 30
728,102383010,5,AB,3,4,0,5,3,4,5,5,5,5,41,27.3
729,102383031,4,3,5,5,3,4,2,4,5,5,4,5,41,27.3
730,102383034,3,AB,AB,4,2,4,4,3,3,0,4,4,31,20.7
731,102383037,5,3,4,5,3,5,1,4,4,5,3,2,38,25.3
732,102383038,5,4,5,3,5,5,3,5,5,5,3,3,42,28.0
733,102383040,5,3,5,4,2,5,5,5,5,5,4,5,44,29.3
734,102383041,AB,AB,AB,AB,2,5,5,AB,AB,AB,AB,AB,12,8.0
735,102383042,4,3,3,1,AB,3,3,1,5,4,4,3,32,21.3
736,102383043,3,5,3,5,2,5,3,AB,5,5,3,2,37,24.7
737,102383046,5,3,4,5,1,4,3,5,5,5,4,5,42,28.0
738,102383047,3,3,4,5,3,5,4,5,AB,5,5,1,39,26.0
739,102383048,5,2,4,5,AB,4,4,AB,5,5,4,2,38,25.3
740,102383050,5,3,4,AB,3,5,3,4,5,5,5,3,39,26.0
741,102383064,5,AB,4,5,3,4,4,3,5,5,4,4,40,26.7
742,102383068,4,AB,5,4,4,4,2,5,4,5,3,2,38,25.3
743,102383069,3,AB,4,0,1,2,4,4,AB,AB,AB,AB,18,12.0
744,102383070,3,4,4,5,4,4,2,5,5,5,4,4,40,26.7
745,102383072,5,AB,2,AB,4,3,5,4,5,4,5,4,39,26.0
746,102383073,4,5,4,5,3,5,4,4,5,5,4,2,41,27.3
747,102383074,4,5,2,4,2,5,3,2,4,5,4,5,39,26.0
748,102383075,5,4,3,5,3,4,3,3,5,5,4,4,39,26.0
749,102383076,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,0,0.0
750,102383077,5,4,4,5,5,5,4,4,5,4,4,4,41,27.3
751,102383078,5,AB,3,5,5,4,3,5,5,4,4,3,40,26.7
752,102383079,5,AB,3,4,4,4,3,3,5,AB,AB,AB,31,20.7
753,102383080,AB,4,AB,AB,1,1,4,3,5,5,4,1,28,18.7
754,102383082,4,2,AB,4,4,4,3,AB,4,5,4,4,36,24.0
755,102103670,AB,AB,AB,AB,3,4,AB,4,5,5,AB,AB,21,14.0
756,102203027,4,4,5,5,4,4,3,3,5,5,4,5,41,27.3
757,102203044,4,AB,AB,3,4,5,3,4,5,5,5,5,40,26.7
758,102203050,AB,2,4,AB,4,5,AB,4,5,5,5,4,38,25.3
759,102203054,5,3,4,5,4,5,5,4,5,3,4,4,41,27.3
760,102203073,5,4,4,4,4,4,5,3,4,5,5,4,40,26.7
761,102203080,5,2,5,5,AB,AB,4,4,4,5,4,5,41,27.3
762,102203085,5,4,4,5,1,4,5,2,4,5,4,3,40,26.7
763,102203086,AB,AB,AB,4,AB,AB,AB,AB,5,4,AB,AB,13,8.7
764,102203089,AB,1,4,5,AB,AB,AB,AB,4,5,5,4,28,18.7
765,102203118,0,AB,AB,AB,AB,AB,3,AB,5,AB,4,AB,12,8.0
766,102203119,5,3,3,4,4,5,4,2,5,5,4,3,39,26.0
767,102203125,5,4,5,5,2,5,4,5,AB,AB,5,4,42,28.0
768,102203133,3,2,5,AB,3,5,3,AB,5,5,5,3,37,24.7
769,102203136,5,5,5,4,4,5,3,4,5,5,4,3,42,28.0
770,102203143,5,4,4,4,4,5,3,3,4,5,5,3,40,26.7
771,102203153,5,5,5,5,3,4,4,3,AB,AB,3,5,39,26.0
772,102203168,5,3,5,5,4,4,4,4,5,5,5,5,43,28.7
773,102203169,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,0,0.0
774,102203182,5,4,5,4,2,5,5,3,5,5,3,4,42,28.0
775,102203189,5,AB,4,5,4,5,3,4,5,5,4,5,42,28.0
776,102203199,4,4,4,5,4,5,4,4,4,5,4,3,39,26.0
777,102203201,3,3,4,3,2,4,3,5,5,5,4,2,36,24.0
778,102203215,3,3,5,4,4,4,4,4,5,5,4,4,39,26.0
779,102203217,5,3,AB,5,4,4,2,5,5,5,4,5,42,28.0
780,102203230,5,2,AB,4,3,2,4,5,5,4,5,2,37,24.7
781,102203231,3,4,4,5,1,4,5,5,5,5,5,5,43,28.7
782,102203237,5,4,3,5,4,4,4,2,AB,5,4,4,39,26.0
783,102203239,AB,AB,AB,5,AB,AB,4,3,AB,AB,AB,AB,12,8.0
784,102203257,4,3,4,4,4,5,5,4,4,4,3,4,38,25.3
785,102203258,4,3,4,5,2,3,4,4,5,5,4,4,39,26.0
786,102203269,5,4,5,4,4,5,3,5,5,4,5,3,42,28.0
787,102203279,AB,3,4,5,3,5,4,3,5,5,5,4,40,26.7
788,102203281,0,2,4,5,AB,AB,AB,AB,5,5,3,4,28,18.7
789,102203298,AB,AB,3,5,AB,5,AB,AB,5,3,5,3,29,19.3
790,102203319,4,4,3,3,4,4,AB,AB,AB,4,4,3,33,22.0
791,102203328,5,2,5,AB,2,5,4,5,AB,AB,4,4,36,24.0
792,102203330,5,3,4,5,4,5,3,4,4,5,4,5,41,27.3
793,102203333,5,5,4,4,5,4,2,4,5,4,AB,AB,40,26.7
794,102203340,5,4,5,4,4,5,2,5,5,5,4,5,43,28.7
795,102203361,4,5,5,3,AB,AB,3,4,4,4,4,4,37,24.7
796,102203368,AB,0,2,4,2,5,1,5,4,4,5,5,36,24.0
797,102203373,5,4,2,AB,2,4,4,4,5,5,3,5,39,26.0
798,102203385,4,5,4,4,1,5,4,5,5,4,5,3,41,27.3
799,102203389,2,3,4,5,2,5,4,5,5,5,4,2,40,26.7
800,102203391,4,4,3,5,3,4,2,4,5,5,4,5,40,26.7
801,102203392,5,AB,AB,AB,3,4,AB,AB,AB,AB,AB,AB,12,8.0
802,102203394,4,3,3,5,AB,AB,AB,AB,5,5,4,4,33,22.0
803,102203398,5,4,4,5,3,3,3,4,5,5,5,5,42,28.0
804,102203401,4,2,5,0,4,4,4,4,5,5,5,5,41,27.3
805,102203404,5,3,4,5,3,5,2,5,4,5,4,3,40,26.7
806,102203410,5,4,5,3,3,5,4,4,5,5,4,5,42,28.0
807,102203417,3,3,5,5,AB,AB,3,5,5,4,5,4,39,26.0
808,102203427,4,4,3,4,4,5,5,4,5,5,5,3,41,27.3
809,102203434,5,3,3,5,4,5,4,4,4,5,4,3,40,26.7
810,102203447,AB,AB,AB,AB,4,5,AB,AB,5,4,3,3,24,16.0
811,102203465,5,2,5,4,0,4,AB,AB,AB,AB,4,4,28,18.7
812,102203473,3,2,3,4,3,3,4,3,5,4,5,2,34,22.7
813,102203484,4,3,4,5,AB,AB,2,4,5,5,4,5,39,26.0
814,102203485,5,4,AB,4,2,5,3,5,5,5,4,4,41,27.3
815,102203487,4,4,3,4,4,4,3,5,5,5,5,4,40,26.7
816,102203493,5,3,4,5,4,5,3,5,5,5,4,4,42,28.0
817,102203498,5,4,4,5,3,5,5,3,5,5,3,4,42,28.0
818,102203503,5,4,5,5,2,5,5,5,5,5,5,4,45,30.0
819,102203542,5,4,5,4,3,5,4,5,5,5,4,4,42,28.0
820,102203551,3,5,3,4,2,3,2,3,4,4,4,2,33,22.0
821,102203555,5,3,4,5,3,4,AB,4,5,5,5,2,40,26.7
822,102203558,5,3,4,5,4,5,3,5,5,4,5,4,42,28.0
823,102203562,4,AB,5,5,4,5,2,3,5,5,5,3,41,27.3
824,102203565,5,3,4,5,3,3,3,4,5,5,4,5,40,26.7
825,102203568,AB,3,3,4,5,5,3,4,5,5,4,3,38,25.3
826,102203570,AB,2,4,5,0,4,4,4,4,5,4,4,38,25.3
827,102203571,3,2,5,5,AB,AB,3,5,5,5,5,4,40,26.7
828,102203577,AB,3,AB,5,AB,4,4,4,5,5,5,5,40,26.7
829,102203583,0,4,5,5,3,4,5,4,4,5,4,5,41,27.3
830,102203595,5,5,4,5,4,4,3,4,5,4,4,5,41,27.3
831,102203610,5,2,4,AB,AB,AB,AB,AB,5,5,4,3,28,18.7
832,102203615,4,3,5,5,5,5,3,5,5,5,3,4,43,28.7
833,102203621,5,4,4,4,4,5,3,5,5,5,4,4,41,27.3
834,102203622,5,3,5,4,3,4,4,3,4,3,4,4,37,24.7
835,102203623,AB,0,3,4,AB,5,5,4,5,5,4,5,40,26.7
836,102203626,AB,4,3,5,AB,AB,5,1,5,5,4,5,37,24.7
837,102203638,4,2,5,4,5,5,4,4,5,5,5,4,42,28.0
838,102203642,2,2,5,4,3,4,3,4,5,5,3,4,37,24.7
839,102203649,5,3,4,5,3,4,4,4,4,5,4,5,40,26.7
840,102203654,AB,2,3,5,2,5,4,4,4,5,5,5,40,26.7
841,102203656,5,3,5,5,AB,AB,5,4,5,5,4,4,42,28.0
842,102203659,5,3,4,4,3,4,4,4,5,5,4,4,39,26.0
843,102203662,5,4,4,5,3,4,2,4,5,5,4,4,40,26.7
844,102203667,5,4,4,5,4,5,4,4,5,4,4,4,40,26.7
845,102203671,5,3,5,4,3,5,3,5,5,5,4,5,43,28.7
846,102203682,4,5,4,4,AB,AB,4,4,5,5,3,4,39,26.0
847,102203690,AB,1,4,5,AB,AB,3,5,4,5,4,4,35,23.3
848,102203705,AB,4,5,AB,AB,2,4,5,5,5,5,4,39,26.0
849,102203706,3,AB,5,5,3,4,3,4,5,5,4,4,39,26.0
850,102203740,3,3,4,4,3,3,AB,AB,5,5,5,4,36,24.0
851,102203746,5,5,4,4,3,4,5,4,5,5,5,4,42,28.0
852,102203749,AB,AB,4,5,4,5,4,4,4,5,4,5,40,26.7
853,102203760,3,5,3,3,2,5,5,5,5,4,5,3,40,26.7
854,102203762,AB,3,4,4,3,5,2,5,5,5,5,5,41,27.3
855,102203770,5,2,4,5,3,4,4,4,4,5,4,5,40,26.7
856,102203799,3,4,3,3,3,3,4,2,1,5,5,3,33,22.0
857,102203800,AB,3,4,5,4,5,5,5,4,5,5,3,42,28.0
858,102203813,5,4,3,3,5,4,5,5,5,5,3,4,42,28.0
859,102203817,5,5,5,4,4,5,3,4,5,5,4,4,42,28.0
860,102203824,5,3,3,4,4,5,2,4,4,5,3,5,39,26.0
861,102203825,5,4,3,4,2,3,1,4,5,5,5,5,40,26.7
862,102203830,2,3,5,5,4,3,4,5,5,5,4,4,41,27.3
863,102203832,4,4,4,5,3,5,3,3,4,5,5,4,40,26.7
864,102203834,4,4,4,4,2,4,3,4,5,5,4,3,38,25.3
865,102203843,5,4,5,3,2,5,4,5,5,5,5,3,43,28.7
866,102203853,3,5,4,4,4,3,3,4,4,5,5,4,39,26.0
867,102203855,4,4,5,4,4,5,4,4,5,4,5,5,41,27.3
868,102203861,5,4,5,5,3,4,3,4,4,4,3,5,40,26.7
869,102203871,4,2,5,5,4,5,4,5,5,4,5,5,43,28.7
870,102203872,5,5,5,AB,1,5,5,3,5,5,5,4,44,29.3
871,102203893,3,5,5,5,2,5,2,3,4,4,5,4,40,26.7
872,102203904,5,3,5,4,5,5,4,5,5,5,5,2,44,29.3
873,102203906,3,AB,4,5,3,AB,2,4,4,5,4,4,36,24.0
874,102203917,AB,4,4,5,2,3,3,4,5,5,4,4,38,25.3
875,102203921,4,3,4,4,4,3,5,3,5,5,5,2,39,26.0
876,102203938,5,5,4,5,4,4,3,4,5,5,4,4,41,27.3
877,102203964,5,2,5,4,2,4,4,3,5,5,4,5,41,27.3
878,102203971,3,2,5,5,3,4,4,3,5,5,4,3,38,25.3
879,102203972,3,1,4,4,3,5,4,5,5,5,5,4,41,27.3
880,102203979,AB,4,3,5,3,5,3,2,5,4,5,3,37,24.7
881,102203986,4,5,4,5,4,4,3,5,5,5,5,3,42,28.0
882,102203988,4,4,5,4,4,4,2,4,4,5,3,5,39,26.0
883,102203999,5,4,4,4,4,4,3,3,5,5,5,5,41,27.3
884,102213003,4,4,4,0,3,4,4,3,4,5,4,1,36,24.0
885,102213007,4,3,3,0,2,5,3,4,5,5,4,3,36,24.0
886,102213008,AB,3,4,3,5,5,3,4,5,5,5,5,41,27.3
887,102213020,AB,4,5,0,1,4,0,4,5,5,5,4,37,24.7
888,102253005,5,5,5,5,5,5,4,4,5,5,5,4,45,30.0
889,102253009,5,5,5,3,5,4,5,5,5,5,5,3,45,30.0
890,102383001,5,2,5,5,3,5,3,4,5,4,4,4,41,27.3
891,102383021,AB,AB,4,AB,3,4,4,3,AB,AB,AB,AB,18,12.0
892,102383023,AB,AB,AB,AB,1,4,1,4,AB,AB,AB,AB,10,6.7
893,102383030,AB,4,4,0,4,4,4,5,5,5,AB,AB,35,23.3
894,102383053,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,0,0.0
895,102383054,AB,4,5,0,3,5,3,4,5,4,5,3,38,25.3
896,102383056,2,0,4,0,AB,AB,3,5,AB,AB,5,3,22,14.7
897,102383058,5,2,4,0,5,5,5,4,5,5,4,5,43,28.7
898,102383060,AB,3,4,0,2,5,4,4,5,5,AB,AB,32,21.3
899,102102003,AB,AB,AB,3,1,AB,AB,4,4,AB,4,2,18,12.0
900,102102005,AB,AB,3,5,3,3,AB,AB,5,AB,5,2,26,17.3
901,102102018,AB,AB,AB,4,2,5,4,4,5,AB,4,3,31,20.7
902,102103686,5,5,AB,AB,3,3,3,4,5,4,3,3,35,23.3
903,102203004,5,3,4,5,1,5,4,4,5,5,5,5,43,28.7
904,102203009,5,3,3,5,2,4,AB,4,4,5,5,AB,38,25.3
905,102203016,4,3,5,4,AB,2,2,3,4,3,5,4,35,23.3
906,102203018,5,5,3,5,AB,3,3,4,5,4,5,5,41,27.3
907,102203024,AB,1,3,5,3,5,3,5,4,5,5,5,40,26.7
908,102203029,4,3,4,4,4,4,3,4,AB,5,5,5,39,26.0
909,102203060,5,4,AB,5,4,4,5,4,5,5,5,4,42,28.0
910,102203072,5,4,4,4,2,3,2,3,5,5,5,AB,38,25.3
911,102203081,5,3,5,5,3,5,5,4,5,5,5,5,45,30.0
912,102203087,4,4,4,5,4,AB,4,4,AB,5,4,4,38,25.3
913,102203088,5,3,2,3,4,5,4,4,4,5,5,4,40,26.7
914,102203103,5,4,3,4,4,5,AB,4,5,5,5,5,42,28.0
915,102203123,5,3,5,4,4,3,5,4,5,5,5,5,43,28.7
916,102203124,4,3,5,AB,4,AB,3,2,AB,AB,AB,5,26,17.3
917,102203128,5,5,4,3,1,3,3,5,4,5,4,5,40,26.7
918,102203144,AB,AB,AB,4,5,4,5,AB,5,5,4,5,37,24.7
919,102203145,AB,AB,3,AB,4,5,5,1,5,5,5,5,38,25.3
920,102203146,5,5,5,5,3,5,AB,4,5,5,5,5,45,30.0
921,102203147,3,2,4,3,3,AB,2,4,5,4,5,3,34,22.7
922,102203148,4,4,5,4,5,5,4,5,5,5,5,5,44,29.3
923,102203149,5,2,5,4,5,5,3,4,5,5,3,5,43,28.7
924,102203171,5,4,5,4,4,4,AB,4,5,5,4,AB,40,26.7
925,102203178,5,4,4,4,4,2,4,3,3,5,4,AB,37,24.7
926,102203180,5,4,3,5,2,4,AB,5,5,4,5,5,42,28.0
927,102203203,5,2,4,AB,1,5,2,AB,4,4,5,3,34,22.7
928,102203204,4,4,AB,4,4,AB,4,1,5,5,5,5,40,26.7
929,102203210,5,4,5,5,AB,5,AB,4,5,4,5,4,42,28.0
930,102203218,5,2,5,4,1,5,4,2,AB,5,4,5,39,26.0
931,102203219,5,3,5,5,4,4,2,4,5,5,5,5,43,28.7
932,102203221,5,3,5,5,4,4,3,5,AB,5,5,5,43,28.7
933,102203224,AB,4,4,5,4,AB,AB,4,AB,5,AB,AB,26,17.3
934,102203227,5,AB,4,4,2,5,5,4,4,5,5,2,41,27.3
935,102203245,AB,4,4,5,4,3,3,2,4,5,4,3,36,24.0
936,102203290,5,4,5,AB,4,5,AB,5,4,5,5,AB,42,28.0
937,102203297,4,4,4,5,2,4,5,4,5,5,5,5,42,28.0
938,102203306,5,3,5,5,4,4,5,5,5,5,4,5,44,29.3
939,102203311,5,5,3,4,3,4,5,5,5,5,5,AB,43,28.7
940,102203324,5,4,AB,5,3,5,3,AB,5,5,5,4,41,27.3
941,102203342,5,4,3,5,2,5,2,4,AB,5,5,5,41,27.3
942,102203346,5,4,4,4,4,5,5,4,4,AB,5,3,40,26.7
943,102203355,5,4,AB,5,2,4,AB,AB,5,5,5,AB,35,23.3
944,102203370,4,3,AB,5,5,5,4,3,AB,5,AB,1,35,23.3
945,102203374,5,2,5,5,5,4,AB,AB,5,AB,5,3,39,26.0
946,102203381,5,3,4,5,5,5,AB,5,4,5,4,5,43,28.7
947,102203382,4,4,5,5,3,4,AB,5,4,5,4,5,41,27.3
948,102203407,4,3,4,4,4,5,4,4,4,5,4,5,39,26.0
949,102203418,4,5,4,5,2,4,4,4,5,5,4,0,40,26.7
950,102203422,AB,3,4,4,5,4,AB,5,5,5,4,5,41,27.3
951,102203432,4,2,3,4,AB,4,AB,4,5,5,5,4,38,25.3
952,102203435,4,3,5,4,1,4,AB,5,5,5,4,AB,39,26.0
953,102203442,3,5,5,5,4,3,4,5,5,4,5,5,43,28.7
954,102203445,5,4,4,4,5,5,5,4,4,5,5,5,43,28.7
955,102203453,5,3,5,5,3,5,AB,5,5,5,4,5,44,29.3
956,102203464,5,3,3,4,3,4,4,5,5,5,5,5,42,28.0
957,102203467,5,5,4,AB,AB,5,3,5,5,4,5,5,43,28.7
958,102203472,4,3,5,5,4,4,4,4,AB,5,5,5,41,27.3
959,102203474,5,5,4,4,4,4,3,5,AB,5,5,5,42,28.0
960,102203489,3,3,4,5,5,5,4,4,4,5,5,4,41,27.3
961,102203515,5,2,5,4,3,4,AB,5,5,AB,5,5,41,27.3
962,102203517,5,4,4,5,4,5,AB,5,AB,5,4,5,42,28.0
963,102203518,5,3,5,4,2,3,3,3,4,5,4,2,36,24.0
964,102203519,5,AB,3,3,3,4,4,3,5,5,5,4,38,25.3
965,102203520,5,3,4,5,4,5,AB,4,5,5,4,5,42,28.0
966,102203521,5,4,AB,5,2,5,5,4,5,5,AB,3,41,27.3
967,102203527,4,3,5,5,3,5,4,4,5,5,5,5,43,28.7
968,102203540,5,4,5,4,3,4,2,AB,5,5,4,AB,39,26.0
969,102203550,5,3,5,5,3,5,4,5,4,5,5,5,44,29.3
970,102203552,5,3,3,4,2,AB,4,4,5,5,4,5,39,26.0
971,102203557,AB,3,4,4,3,5,4,4,5,5,4,4,39,26.0
972,102203563,4,3,5,5,3,3,5,5,5,5,5,5,44,29.3
973,102203590,4,4,5,5,4,5,3,AB,AB,AB,5,5,40,26.7
974,102203591,4,3,4,AB,4,5,3,4,5,5,5,AB,39,26.0
975,102203599,5,2,5,4,4,4,4,5,5,5,4,5,42,28.0
976,102203600,5,3,4,4,AB,4,AB,3,4,5,5,AB,37,24.7
977,102203605,AB,AB,AB,AB,0,3,AB,3,AB,5,5,5,21,14.0
978,102203619,5,4,5,5,3,4,3,4,5,5,4,2,41,27.3
979,102203628,5,4,3,5,4,5,5,5,5,5,4,5,44,29.3
980,102203634,4,3,4,4,5,5,3,3,5,5,5,2,40,26.7
981,102203640,4,3,5,5,2,4,3,5,5,5,4,5,42,28.0
982,102203644,AB,3,3,4,3,4,4,5,5,5,4,5,39,26.0
983,102203645,3,3,3,3,4,5,AB,4,5,AB,AB,3,33,22.0
984,102203650,5,3,5,AB,3,5,2,5,AB,AB,5,4,37,24.7
985,102203658,5,3,5,4,4,4,4,4,5,5,3,5,41,27.3
986,102203664,4,2,4,4,3,AB,3,4,5,5,3,5,37,24.7
987,102203666,4,3,3,5,4,4,3,AB,AB,5,5,AB,36,24.0
988,102203668,5,2,4,4,2,5,4,4,5,5,5,AB,41,27.3
989,102203670,4,4,3,4,5,4,2,5,AB,5,4,5,40,26.7
990,102203677,4,AB,5,5,2,4,3,4,AB,5,5,AB,37,24.7
991,102203700,5,4,3,5,1,4,3,5,4,5,4,5,41,27.3
992,102203709,4,2,5,3,2,3,2,5,5,5,5,5,40,26.7
993,102203716,5,4,5,5,3,5,3,4,5,AB,5,2,41,27.3
994,102203721,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,AB,0,0.0
995,102203724,5,5,4,5,2,5,5,4,4,5,4,2,42,28.0
996,102203748,5,2,5,4,2,4,4,4,5,5,5,2,41,27.3
997,102203751,5,3,4,4,4,4,4,2,5,4,5,3,39,26.0
998,102203775,5,1,AB,5,3,5,5,4,5,4,4,4,41,27.3
999,102203779,2,AB,0,5,4,4,3,5,4,5,5,5,40,26.7
1000,102203781,5,2,AB,5,3,5,4,4,4,5,5,5,42,28.0
1001,102203794,5,4,4,4,3,0,4,4,5,5,5,5,41,27.3
1002,102203803,4,4,5,5,4,4,AB,4,5,4,5,5,41,27.3
1003,102203811,5,4,5,3,3,4,4,4,5,4,5,3,40,26.7
1004,102203814,5,3,4,AB,3,5,3,5,5,5,5,5,42,28.0
1005,102203836,5,4,5,4,2,5,3,5,5,5,4,5,43,28.7
1006,102203837,5,3,5,4,2,5,5,5,5,5,4,5,44,29.3
1007,102203839,5,3,4,AB,3,5,4,4,5,5,4,5,41,27.3
1008,102203844,5,3,4,5,3,3,AB,3,5,5,4,5,39,26.0
1009,102203845,5,4,4,4,5,5,5,4,5,5,5,5,44,29.3
1010,102203850,5,5,4,3,3,5,AB,4,5,5,5,AB,41,27.3
1011,102203868,AB,3,5,4,3,2,3,4,5,5,5,5,39,26.0
1012,102203878,5,3,4,5,3,2,1,4,4,5,3,5,38,25.3
1013,102203879,5,3,3,5,2,3,4,5,4,AB,AB,5,37,24.7
1014,102203880,5,5,5,5,3,4,AB,4,AB,5,5,4,42,28.0
1015,102203885,5,3,AB,5,4,3,2,5,AB,AB,3,5,35,23.3
1016,102203900,AB,4,5,5,3,4,4,4,5,5,5,5,42,28.0
1017,102203909,5,4,5,4,3,4,3,5,5,5,AB,4,41,27.3
1018,102203910,5,4,4,4,3,5,5,4,3,5,AB,5,41,27.3
1019,102203918,AB,5,5,5,4,AB,5,3,AB,5,5,5,42,28.0
1020,102203958,5,4,5,4,4,4,5,5,5,5,5,5,44,29.3
1021,102203960,5,1,4,4,5,4,AB,3,5,AB,5,4,39,26.0
1022,102203968,5,5,3,5,2,4,3,3,AB,5,4,5,39,26.0
1023,102203973,AB,3,3,2,1,4,4,1,AB,AB,4,1,23,15.3
1024,102203976,5,AB,AB,AB,AB,AB,AB,AB,AB,AB,5,AB,10,6.7
1025,102203981,AB,4,5,5,3,1,2,4,4,AB,5,AB,33,22.0
1026,102203984,5,4,4,5,4,4,5,4,4,4,4,5,40,26.7
1027,102203997,4,3,5,4,3,4,4,3,5,5,4,5,40,26.7
1028,102203998,AB,4,5,5,4,AB,3,3,5,5,4,5,40,26.7
1029,102213001,5,4,4,4,4,4,3,5,AB,4,AB,5,39,26.0
1030,102213005,5,2,3,5,3,5,4,5,5,5,AB,5,42,28.0
1031,102213006,4,4,5,5,3,4,3,4,5,5,4,5,41,27.3
1032,102213009,5,3,4,5,2,4,5,5,5,5,AB,5,43,28.7
1033,102213013,AB,3,3,4,2,5,1,3,5,5,4,5,37,24.7
1034,102213014,AB,AB,AB,5,4,AB,2,3,5,5,4,3,31,20.7
1035,102213015,AB,4,5,4,2,5,5,3,5,5,5,4,42,28.0
1036,102213017,4,3,4,4,2,5,4,5,5,5,5,5,42,28.0
1037,102213018,5,AB,4,5,5,4,4,4,5,5,5,5,43,28.7
1038,102213019,4,4,5,5,3,5,3,4,5,5,5,5,43,28.7
1039,102213026,5,4,4,4,4,5,AB,5,AB,5,4,AB,40,26.7
1040,102233001,5,3,4,5,2,5,4,4,5,5,5,5,43,28.7
1041,102253002,5,3,4,5,1,5,AB,5,5,5,5,5,44,29.3
1042,102253006,AB,4,3,5,AB,4,2,5,5,5,4,5,40,26.7
1043,102253007,4,3,5,5,4,4,2,4,5,5,4,5,41,27.3
1044,102383032,5,4,0,5,4,4,AB,4,AB,5,4,AB,35,23.3
1045,102383036,5,3,4,3,4,AB,3,5,5,5,5,5,41,27.3
1046,102383039,5,3,5,4,2,AB,1,4,5,5,4,3,38,25.3
1047,102383049,4,4,5,5,4,5,3,4,5,5,4,3,41,27.3
1048,102383059,2,2,4,5,5,AB,5,4,5,5,5,2,40,26.7
1049,102383062,5,4,AB,5,3,4,AB,3,4,5,4,5,39,26.0
1050,102383067,5,2,3,4,3,5,2,5,AB,5,5,5,40,26.7
1051,102383071,5,3,5,4,3,3,4,5,4,5,5,5,42,28.0
1052,102383081,5,3,3,AB,4,AB,AB,5,AB,5,5,3,33,22.0
1053,102383083,AB,AB,3,AB,5,AB,4,AB,AB,4,5,3,24,16.0
